MATRICULA;CODIGO_UNIDADE;CLASSE;CODIGO_UNIDADE_ENSINO_SISTEC;CODIGO_MUNICIPIO_DV;INSTITUICAO;JORNADA_TRABALHO;MUNICIPIO;NUMERO_REGISTROS;REGIAO;RSC;TITULACAO;UF;UNIDADE_LOTACAO;VINCULO_CARREIRA;VINCULO_CONTRATO;VINCULO_PROFESSOR
1820656;266;C;13396;1503606;IFPA;40h;Itaituba;1;Região Norte;-;Especialização;PA;Campus Itaituba;PCCTAE;Efetivo;Não
1820699;1;D;3524;1500107;IFPA;DE;Abaetetuba;1;Região Norte;RSC III;Mestrado;PA;Campus Abaetetuba;EBTT;Efetivo;Sim
1820722;161;D;2915;1502400;IFPA;40h;Castanhal;1;Região Norte;-;Educação Básica;PA;Campus Castanhal;PCCTAE;Efetivo;Não
1820772;266;E;13396;1503606;IFPA;40h;Itaituba;1;Região Norte;-;Especialização;PA;Campus Itaituba;PCCTAE;Efetivo;Não
1820789;16;E;32043;1500800;IFPA;40h;Ananindeua;1;Região Norte;-;Especialização;PA;Campus Ananindeua;PCCTAE;Efetivo;Não
1820804;13;E;2916;1500602;IFPA;40h;Altamira;1;Região Norte;-;Especialização;PA;Campus Altamira;PCCTAE;Efetivo;Não
1820805;444;E;13395;1506807;IFPA;40h;Santarém;1;Região Norte;-;Especialização;PA;Campus Santarém;PCCTAE;Efetivo;Não
1820849;444;E;13395;1506807;IFPA;40h;Santarém;1;Região Norte;-;Especialização;PA;Campus Santarém;PCCTAE;Efetivo;Não
1858147;613;E;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
1858248;123;C;3526;1501709;IFPA;40h;Bragança;1;Região Norte;-;Especialização;PA;Campus Bragança;PCCTAE;Efetivo;Não
1820875;266;D;13396;1503606;IFPA;DE;Itaituba;1;Região Norte;-;Doutorado;PA;Campus Itaituba;EBTT;Efetivo;Sim
1820876;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;-;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
1820892;266;C;13396;1503606;IFPA;40h;Itaituba;1;Região Norte;-;Graduação;PA;Campus Itaituba;PCCTAE;Efetivo;Não
1820915;13;C;2916;1500602;IFPA;40h;Altamira;1;Região Norte;-;Especialização;PA;Campus Altamira;PCCTAE;Efetivo;Não
1820923;444;C;13395;1506807;IFPA;40h;Santarém;1;Região Norte;-;Graduação;PA;Campus Santarém;PCCTAE;Efetivo;Não
1820973;186;D;3522;1502707;IFPA;40h;Conceição do Araguaia;1;Região Norte;-;Especialização;PA;Campus Conceição do Araguaia;PCCTAE;Efetivo;Não
1820975;266;D;13396;1503606;IFPA;40h;Itaituba;1;Região Norte;-;Graduação;PA;Campus Itaituba;PCCTAE;Efetivo;Não
1821016;113;D;2914;1501402;IFPA;40h;Belém;1;Região Norte;-;Graduação;PA;Campus Belém;PCCTAE;Efetivo;Não
1821172;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;-;Doutorado;PA;Campus Belém;EBTT;Efetivo;Sim
1821346;511;C;2918;1508100;IFPA;40h;Tucuruí;1;Região Norte;-;Mestrado;PA;Campus Tucuruí;PCCTAE;Efetivo;Não
1821480;511;C;2918;1508100;IFPA;40h;Tucuruí;1;Região Norte;-;Especialização;PA;Campus Tucuruí;PCCTAE;Efetivo;Não
1993448;319;D;2919;1504208;IFPA;DE;Marabá;1;Região Norte;RSC III;Mestrado;PA;Campus Marabá Industrial;EBTT;Efetivo;Sim
2018140;161;D;2915;1502400;IFPA;DE;Castanhal;1;Região Norte;RSC III;Mestrado;PA;Campus Castanhal;EBTT;Efetivo;Sim
2045689;161;D;2915;1502400;IFPA;40h;Castanhal;1;Região Norte;-;Mestrado;PA;Campus Castanhal;PCCTAE;Efetivo;Não
2046015;613;D;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
1994336;511;D;2918;1508100;IFPA;DE;Tucuruí;1;Região Norte;-;Mestrado;PA;Campus Tucuruí;EBTT;Efetivo;Sim
2020720;161;D;2915;1502400;IFPA;40h;Castanhal;1;Região Norte;-;Mestrado;PA;Campus Castanhal;PCCTAE;Efetivo;Não
2047724;613;E;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
1996412;13;D;2916;1500602;IFPA;DE;Altamira;1;Região Norte;-;Doutorado;PA;Campus Altamira;EBTT;Efetivo;Sim
1996947;319;D;2919;1504208;IFPA;DE;Marabá;1;Região Norte;RSC III;Mestrado;PA;Campus Marabá Industrial;EBTT;Efetivo;Sim
1997088;511;D;2918;1508100;IFPA;40h;Tucuruí;1;Região Norte;-;Graduação;PA;Campus Tucuruí;PCCTAE;Efetivo;Não
1997202;511;E;2918;1508100;IFPA;40h;Tucuruí;1;Região Norte;-;Especialização;PA;Campus Tucuruí;PCCTAE;Efetivo;Não
2049665;113;E;2914;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Campus Belém;PCCTAE;Efetivo;Não
1998120;186;D;3522;1502707;IFPA;DE;Conceição do Araguaia;1;Região Norte;-;Especialização;PA;Campus Conceição do Araguaia;EBTT;Efetivo;Sim
1998675;13;D;2916;1500602;IFPA;DE;Altamira;1;Região Norte;RSC III;Mestrado;PA;Campus Altamira;EBTT;Efetivo;Sim
2055131;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;RSC III;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
2055357;113;D;2914;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Campus Belém;EBTT;Efetivo;Sim
2055374;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;RSC II;Especialização;PA;Campus Belém;EBTT;Efetivo;Sim
2055858;113;D;2914;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Campus Belém;EBTT;Efetivo;Sim
2078876;320;E;2917;1504208;IFPA;40h;Marabá;1;Região Norte;-;Mestrado;PA;Campus Marabá Rural;PCCTAE;Efetivo;Não
2004263;613;E;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
2057874;161;D;2915;1502400;IFPA;DE;Castanhal;1;Região Norte;-;Doutorado;PA;Campus Castanhal;EBTT;Efetivo;Sim
1983493;319;D;2919;1504208;IFPA;DE;Marabá;1;Região Norte;RSC II;Especialização;PA;Campus Marabá Industrial;EBTT;Efetivo;Sim
1987073;13;E;2916;1500602;IFPA;40h;Altamira;1;Região Norte;-;Especialização;PA;Campus Altamira;PCCTAE;Efetivo;Não
2043407;161;E;2915;1502400;IFPA;20h;Castanhal;1;Região Norte;-;Especialização;PA;Campus Castanhal;PCCTAE;Efetivo;Não
1971322;161;D;2915;1502400;IFPA;40h;Castanhal;1;Região Norte;-;Especialização;PA;Campus Castanhal;PCCTAE;Efetivo;Não
1931473;613;E;-;1501402;IFPA;20h;Belém;1;Região Norte;-;Especialização;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
1946821;613;D;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
1920525;366;D;32045;1505536;IFPA;DE;Parauapebas;1;Região Norte;-;Mestrado;PA;Campus Parauapebas;EBTT;Efetivo;Sim
1971527;366;D;32045;1505536;IFPA;DE;Parauapebas;1;Região Norte;RSC III;Mestrado;PA;Campus Parauapebas;EBTT;Efetivo;Sim
1971881;161;D;2915;1502400;IFPA;DE;Castanhal;1;Região Norte;-;Doutorado;PA;Campus Castanhal;EBTT;Efetivo;Sim
1972197;123;D;3526;1501709;IFPA;DE;Bragança;1;Região Norte;RSC III;Mestrado;PA;Campus Bragança;EBTT;Efetivo;Sim
1972301;320;D;2917;1504208;IFPA;DE;Marabá;1;Região Norte;RSC III;Mestrado;PA;Campus Marabá Rural;EBTT;Efetivo;Sim
1933008;186;D;3522;1502707;IFPA;DE;Conceição do Araguaia;1;Região Norte;RSC III;Mestrado;PA;Campus Conceição do Araguaia;EBTT;Efetivo;Sim
1949035;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;RSC III;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
1949583;113;E;2914;1501402;IFPA;40h;Belém;1;Região Norte;-;Mestrado;PA;Campus Belém;PCCTAE;Efetivo;Não
1974001;1;D;3524;1500107;IFPA;DE;Abaetetuba;1;Região Norte;RSC III;Mestrado;PA;Campus Abaetetuba;EBTT;Efetivo;Sim
1974067;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;RSC III;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
1933360;613;E;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
1933688;161;D;2915;1502400;IFPA;DE;Castanhal;1;Região Norte;RSC II;Especialização;PA;Campus Castanhal;EBTT;Efetivo;Sim
1933882;1;D;3524;1500107;IFPA;40h;Abaetetuba;1;Região Norte;-;Mestrado;PA;Campus Abaetetuba;PCCTAE;Efetivo;Não
1934032;139;D;32358;1502103;IFPA;DE;Cametá;1;Região Norte;-;Doutorado;PA;Campus Cametá;EBTT;Efetivo;Sim
1950277;161;D;2915;1502400;IFPA;40h;Castanhal;1;Região Norte;-;Mestrado;PA;Campus Castanhal;PCCTAE;Efetivo;Não
1950285;123;D;3526;1501709;IFPA;DE;Bragança;1;Região Norte;RSC II;Especialização;PA;Campus Bragança;EBTT;Efetivo;Sim
1950466;123;D;3526;1501709;IFPA;DE;Bragança;1;Região Norte;-;Doutorado;PA;Campus Bragança;EBTT;Efetivo;Sim
1950685;511;E;2918;1508100;IFPA;30h;Tucuruí;1;Região Norte;-;Especialização;PA;Campus Tucuruí;PCCTAE;Efetivo;Não
1958749;320;D;2917;1504208;IFPA;DE;Marabá;1;Região Norte;RSC III;Mestrado;PA;Campus Marabá Rural;EBTT;Efetivo;Sim
1934670;444;D;13395;1506807;IFPA;DE;Santarém;1;Região Norte;RSC III;Mestrado;PA;Campus Santarém;EBTT;Efetivo;Sim
1975718;444;D;13395;1506807;IFPA;DE;Santarém;1;Região Norte;RSC III;Mestrado;PA;Campus Santarém;EBTT;Efetivo;Sim
1935735;161;D;2915;1502400;IFPA;DE;Castanhal;1;Região Norte;-;Mestrado;PA;Campus Castanhal;EBTT;Efetivo;Sim
1953031;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;-;Doutorado;PA;Campus Belém;EBTT;Efetivo;Sim
1936665;113;E;2914;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Campus Belém;PCCTAE;Efetivo;Não
1954425;113;D;2914;1501402;IFPA;40h;Belém;1;Região Norte;-;Graduação;PA;Campus Belém;EBTT;Substituto/Temporario;Sim
1977862;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;-;Doutorado;PA;Campus Belém;EBTT;Efetivo;Sim
1955923;613;E;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
1961926;186;D;3522;1502707;IFPA;DE;Conceição do Araguaia;1;Região Norte;RSC III;Mestrado;PA;Campus Conceição do Araguaia;EBTT;Efetivo;Sim
1962362;266;D;13396;1503606;IFPA;DE;Itaituba;1;Região Norte;RSC II;Especialização;PA;Campus Itaituba;EBTT;Efetivo;Sim
1962381;266;D;13396;1503606;IFPA;DE;Itaituba;1;Região Norte;RSC II;Especialização;PA;Campus Itaituba;EBTT;Efetivo;Sim
1976515;13;D;2916;1500602;IFPA;40h;Altamira;1;Região Norte;-;Especialização;PA;Campus Altamira;PCCTAE;Efetivo;Não
1976771;161;D;2915;1502400;IFPA;DE;Castanhal;1;Região Norte;RSC III;Mestrado;PA;Campus Castanhal;EBTT;Efetivo;Sim
1977663;613;C;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
1977669;123;D;3526;1501709;IFPA;DE;Bragança;1;Região Norte;RSC III;Mestrado;PA;Campus Bragança;EBTT;Efetivo;Sim
1979783;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;RSC III;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
1940254;613;E;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
1964159;366;D;32045;1505536;IFPA;DE;Parauapebas;1;Região Norte;RSC III;Mestrado;PA;Campus Parauapebas;EBTT;Efetivo;Sim
1964555;511;C;2918;1508100;IFPA;40h;Tucuruí;1;Região Norte;-;Especialização;PA;Campus Tucuruí;PCCTAE;Efetivo;Não
1914931;511;D;2918;1508100;IFPA;DE;Tucuruí;1;Região Norte;RSC III;Mestrado;PA;Campus Tucuruí;EBTT;Efetivo;Sim
1924531;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;RSC III;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
1925496;1;D;3524;1500107;IFPA;DE;Abaetetuba;1;Região Norte;-;Doutorado;PA;Campus Abaetetuba;EBTT;Efetivo;Sim
1942670;16;D;32043;1500800;IFPA;40h;Ananindeua;1;Região Norte;-;Especialização;PA;Campus Ananindeua;PCCTAE;Efetivo;Não
1943199;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;-;Doutorado;PA;Campus Belém;EBTT;Efetivo;Sim
1929121;319;D;2919;1504208;IFPA;DE;Marabá;1;Região Norte;RSC III;Mestrado;PA;Campus Marabá Industrial;EBTT;Efetivo;Sim
1945039;161;D;2915;1502400;IFPA;DE;Castanhal;1;Região Norte;-;Doutorado;PA;Campus Castanhal;EBTT;Efetivo;Sim
1930131;613;D;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
1946464;320;D;2917;1504208;IFPA;DE;Marabá;1;Região Norte;RSC III;Mestrado;PA;Campus Marabá Rural;EBTT;Efetivo;Sim
2164969;444;D;13395;1506807;IFPA;40h;Santarém;1;Região Norte;-;Especialização;PA;Campus Santarém;PCCTAE;Efetivo;Não
2176890;161;D;2915;1502400;IFPA;DE;Castanhal;1;Região Norte;RSC II;Especialização;PA;Campus Castanhal;EBTT;Efetivo;Sim
2176940;511;D;2918;1508100;IFPA;DE;Tucuruí;1;Região Norte;RSC II;Especialização;PA;Campus Tucuruí;EBTT;Efetivo;Sim
2165347;366;D;32045;1505536;IFPA;DE;Parauapebas;1;Região Norte;RSC III;Mestrado;PA;Campus Parauapebas;EBTT;Efetivo;Sim
2177711;613;C;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
2189406;613;E;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
2157001;613;E;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Doutorado;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
2177975;113;D;2914;1501402;IFPA;40h;Belém;1;Região Norte;-;Mestrado;PA;Campus Belém;PCCTAE;Efetivo;Não
2178095;113;D;2914;1501402;IFPA;40h;Belém;1;Região Norte;-;Graduação;PA;Campus Belém;PCCTAE;Efetivo;Não
2178114;320;D;2917;1504208;IFPA;DE;Marabá;1;Região Norte;-;Mestrado;PA;Campus Marabá Rural;EBTT;Efetivo;Sim
2166488;161;D;2915;1502400;IFPA;DE;Castanhal;1;Região Norte;RSC III;Mestrado;PA;Campus Castanhal;EBTT;Efetivo;Sim
2178286;613;E;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
2190553;1;D;3524;1500107;IFPA;40h;Abaetetuba;1;Região Norte;-;Mestrado;PA;Campus Abaetetuba;PCCTAE;Efetivo;Não
2158116;319;C;2919;1504208;IFPA;40h;Marabá;1;Região Norte;-;Especialização;PA;Campus Marabá Industrial;PCCTAE;Efetivo;Não
2167259;320;C;2917;1504208;IFPA;40h;Marabá;1;Região Norte;-;Graduação;PA;Campus Marabá Rural;PCCTAE;Efetivo;Não
2167369;320;D;2917;1504208;IFPA;DE;Marabá;1;Região Norte;RSC III;Mestrado;PA;Campus Marabá Rural;EBTT;Efetivo;Sim
2167449;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;-;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
2167536;320;C;2917;1504208;IFPA;40h;Marabá;1;Região Norte;-;Mestrado;PA;Campus Marabá Rural;PCCTAE;Efetivo;Não
2178369;366;D;32045;1505536;IFPA;40h;Parauapebas;1;Região Norte;-;Especialização;PA;Campus Parauapebas;PCCTAE;Efetivo;Não
2168711;362;D;32357;1505502;IFPA;DE;Paragominas;1;Região Norte;RSC II;Especialização;PA;Campus Paragominas;EBTT;Efetivo;Sim
2178754;613;E;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
2178931;702;D;32049;1508209;IFPA;DE;Vigia;1;Região Norte;RSC II;Especialização;PA;Campus Avançado Vigia;EBTT;Efetivo;Sim
2159864;362;C;32357;1505502;IFPA;40h;Paragominas;1;Região Norte;-;Educação Básica;PA;Campus Paragominas;PCCTAE;Efetivo;Não
2159871;320;C;2917;1504208;IFPA;40h;Marabá;1;Região Norte;-;Especialização;PA;Campus Marabá Rural;PCCTAE;Efetivo;Não
2160256;43;E;13863;1501808;IFPA;40h;Breves;1;Região Norte;-;Especialização;PA;Campus Breves;PCCTAE;Efetivo;Não
2169040;161;D;2915;1502400;IFPA;DE;Castanhal;1;Região Norte;-;Doutorado;PA;Campus Castanhal;EBTT;Efetivo;Sim
2169075;161;D;2915;1502400;IFPA;DE;Castanhal;1;Região Norte;RSC III;Mestrado;PA;Campus Castanhal;EBTT;Efetivo;Sim
2169082;613;D;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
2179710;511;D;2918;1508100;IFPA;DE;Tucuruí;1;Região Norte;-;Doutorado;PA;Campus Tucuruí;EBTT;Efetivo;Sim
2179866;613;D;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Graduação;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
2180041;613;E;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
2180251;444;D;13395;1506807;IFPA;40h;Santarém;1;Região Norte;-;Especialização;PA;Campus Santarém;PCCTAE;Efetivo;Não
2161139;16;D;32043;1500800;IFPA;DE;Ananindeua;1;Região Norte;RSC II;Especialização;PA;Campus Ananindeua;EBTT;Efetivo;Sim
2161325;123;C;3526;1501709;IFPA;40h;Bragança;1;Região Norte;-;Graduação;PA;Campus Bragança;PCCTAE;Efetivo;Não
2169615;444;C;13395;1506807;IFPA;40h;Santarém;1;Região Norte;-;Mestrado;PA;Campus Santarém;PCCTAE;Efetivo;Não
2169681;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;RSC III;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
2180329;444;D;13395;1506807;IFPA;40h;Santarém;1;Região Norte;-;Educação Básica;PA;Campus Santarém;PCCTAE;Efetivo;Não
2180412;319;D;2919;1504208;IFPA;DE;Marabá;1;Região Norte;RSC III;Mestrado;PA;Campus Marabá Industrial;EBTT;Efetivo;Sim
2180417;362;E;32357;1505502;IFPA;40h;Paragominas;1;Região Norte;-;Mestrado;PA;Campus Paragominas;PCCTAE;Efetivo;Não
2180421;266;D;13396;1503606;IFPA;DE;Itaituba;1;Região Norte;RSC III;Mestrado;PA;Campus Itaituba;EBTT;Efetivo;Sim
2180507;362;D;32357;1505502;IFPA;40h;Paragominas;1;Região Norte;-;Especialização;PA;Campus Paragominas;PCCTAE;Efetivo;Não
2161726;16;C;32043;1500800;IFPA;40h;Ananindeua;1;Região Norte;-;Especialização;PA;Campus Ananindeua;PCCTAE;Efetivo;Não
2161825;613;D;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
2170088;16;E;32043;1500800;IFPA;40h;Ananindeua;1;Região Norte;-;Especialização;PA;Campus Ananindeua;PCCTAE;Efetivo;Não
2170570;16;D;32043;1500800;IFPA;DE;Ananindeua;1;Região Norte;RSC III;Mestrado;PA;Campus Ananindeua;EBTT;Efetivo;Sim
2180748;186;D;3522;1502707;IFPA;DE;Conceição do Araguaia;1;Região Norte;-;Graduação;PA;Campus Conceição do Araguaia;EBTT;Efetivo;Sim
2180758;702;D;32049;1508209;IFPA;DE;Vigia;1;Região Norte;-;Doutorado;PA;Campus Avançado Vigia;EBTT;Efetivo;Sim
2180799;123;C;3526;1501709;IFPA;40h;Bragança;1;Região Norte;-;Especialização;PA;Campus Bragança;PCCTAE;Efetivo;Não
2180804;186;D;3522;1502707;IFPA;DE;Conceição do Araguaia;1;Região Norte;RSC III;Mestrado;PA;Campus Conceição do Araguaia;EBTT;Efetivo;Sim
2181193;266;D;13396;1503606;IFPA;DE;Itaituba;1;Região Norte;RSC II;Especialização;PA;Campus Itaituba;EBTT;Efetivo;Sim
2171416;113;E;2914;1501402;IFPA;40h;Belém;1;Região Norte;-;Mestrado;PA;Campus Belém;PCCTAE;Efetivo;Não
2181504;613;E;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Mestrado;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
2171793;123;D;3526;1501709;IFPA;DE;Bragança;1;Região Norte;RSC III;Mestrado;PA;Campus Bragança;EBTT;Efetivo;Sim
2171842;186;D;3522;1502707;IFPA;DE;Conceição do Araguaia;1;Região Norte;-;Mestrado;PA;Campus Conceição do Araguaia;EBTT;Efetivo;Sim
2182267;113;D;2914;1501402;IFPA;40h;Belém;1;Região Norte;RSC III;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
2153561;16;E;32043;1500800;IFPA;40h;Ananindeua;1;Região Norte;-;Mestrado;PA;Campus Ananindeua;PCCTAE;Efetivo;Não
2163292;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;-;Doutorado;PA;Campus Belém;EBTT;Efetivo;Sim
2172137;186;D;3522;1502707;IFPA;DE;Conceição do Araguaia;1;Região Norte;-;Doutorado;PA;Campus Conceição do Araguaia;EBTT;Efetivo;Sim
2172683;1;D;3524;1500107;IFPA;DE;Abaetetuba;1;Região Norte;RSC III;Mestrado;PA;Campus Abaetetuba;EBTT;Efetivo;Sim
2172784;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;RSC III;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
2183846;123;D;3526;1501709;IFPA;DE;Bragança;1;Região Norte;RSC III;Mestrado;PA;Campus Bragança;EBTT;Efetivo;Sim
2184307;613;E;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
2184536;319;E;2919;1504208;IFPA;40h;Marabá;1;Região Norte;-;Mestrado;PA;Campus Marabá Industrial;PCCTAE;Efetivo;Não
2163446;161;D;2915;1502400;IFPA;DE;Castanhal;1;Região Norte;-;Doutorado;PA;Campus Castanhal;EBTT;Efetivo;Sim
2163471;320;E;2917;1504208;IFPA;40h;Marabá;1;Região Norte;-;Mestrado;PA;Campus Marabá Rural;PCCTAE;Efetivo;Não
2184675;139;D;32358;1502103;IFPA;40h;Cametá;1;Região Norte;-;Mestrado;PA;Campus Cametá;PCCTAE;Efetivo;Não
2184724;511;E;2918;1508100;IFPA;40h;Tucuruí;1;Região Norte;-;Especialização;PA;Campus Tucuruí;PCCTAE;Efetivo;Não
2184802;444;E;13395;1506807;IFPA;40h;Santarém;1;Região Norte;-;Especialização;PA;Campus Santarém;PCCTAE;Efetivo;Não
2184849;266;E;13396;1503606;IFPA;40h;Itaituba;1;Região Norte;-;Especialização;PA;Campus Itaituba;PCCTAE;Efetivo;Não
2184881;362;D;32357;1505502;IFPA;DE;Paragominas;1;Região Norte;-;Doutorado;PA;Campus Paragominas;EBTT;Efetivo;Sim
2184916;320;D;2917;1504208;IFPA;DE;Marabá;1;Região Norte;-;Mestrado;PA;Campus Marabá Rural;EBTT;Efetivo;Sim
2163871;1;D;3524;1500107;IFPA;DE;Abaetetuba;1;Região Norte;-;Doutorado;PA;Campus Abaetetuba;EBTT;Efetivo;Sim
2163998;1;D;3524;1500107;IFPA;DE;Abaetetuba;1;Região Norte;RSC III;Mestrado;PA;Campus Abaetetuba;EBTT;Efetivo;Sim
2174697;123;D;3526;1501709;IFPA;DE;Bragança;1;Região Norte;RSC III;Mestrado;PA;Campus Bragança;EBTT;Efetivo;Sim
2164319;186;D;3522;1502707;IFPA;DE;Conceição do Araguaia;1;Região Norte;RSC III;Mestrado;PA;Campus Conceição do Araguaia;EBTT;Efetivo;Sim
2164382;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;RSC II;Especialização;PA;Campus Belém;EBTT;Efetivo;Sim
2176120;161;D;2915;1502400;IFPA;DE;Castanhal;1;Região Norte;RSC III;Mestrado;PA;Campus Castanhal;EBTT;Efetivo;Sim
2176220;320;D;2917;1504208;IFPA;DE;Marabá;1;Região Norte;RSC III;Mestrado;PA;Campus Marabá Rural;EBTT;Efetivo;Sim
2176248;320;D;2917;1504208;IFPA;DE;Marabá;1;Região Norte;RSC III;Mestrado;PA;Campus Marabá Rural;EBTT;Efetivo;Sim
2155542;1;D;3524;1500107;IFPA;40h;Abaetetuba;1;Região Norte;-;Educação Básica;PA;Campus Abaetetuba;PCCTAE;Efetivo;Não
2092370;444;D;13395;1506807;IFPA;DE;Santarém;1;Região Norte;RSC III;Mestrado;PA;Campus Santarém;EBTT;Efetivo;Sim
2145315;113;D;2914;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Campus Belém;PCCTAE;Efetivo;Não
2104690;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;-;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
2118282;511;D;2918;1508100;IFPA;40h;Tucuruí;1;Região Norte;-;Graduação;PA;Campus Tucuruí;PCCTAE;Efetivo;Não
2118779;1;C;3524;1500107;IFPA;40h;Abaetetuba;1;Região Norte;-;Graduação;PA;Campus Abaetetuba;PCCTAE;Efetivo;Não
2118780;43;D;13863;1501808;IFPA;40h;Breves;1;Região Norte;-;Graduação;PA;Campus Breves;PCCTAE;Efetivo;Não
2093749;320;D;2917;1504208;IFPA;DE;Marabá;1;Região Norte;RSC III;Mestrado;PA;Campus Marabá Rural;EBTT;Efetivo;Sim
2105551;161;D;2915;1502400;IFPA;DE;Castanhal;1;Região Norte;RSC II;Especialização;PA;Campus Castanhal;EBTT;Efetivo;Sim
2119094;320;C;2917;1504208;IFPA;40h;Marabá;1;Região Norte;-;Educação Básica;PA;Campus Marabá Rural;PCCTAE;Efetivo;Não
2119223;320;C;2917;1504208;IFPA;40h;Marabá;1;Região Norte;-;Graduação;PA;Campus Marabá Rural;PCCTAE;Efetivo;Não
2119595;613;E;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Mestrado;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
