MATRICULA;CODIGO_UNIDADE;CLASSE;CODIGO_UNIDADE_ENSINO_SISTEC;CODIGO_MUNICIPIO_DV;INSTITUICAO;JORNADA_TRABALHO;MUNICIPIO;NUMERO_REGISTROS;REGIAO;RSC;TITULACAO;UF;UNIDADE_LOTACAO;VINCULO_CARREIRA;VINCULO_CONTRATO;VINCULO_PROFESSOR
1737023;444;D;13395;1506807;IFPA;DE;Santarém;1;Região Norte;RSC III;Mestrado;PA;Campus Santarém;EBTT;Efetivo;Sim
1737070;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;RSC III;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
1737092;139;D;32358;1502103;IFPA;40h;Cametá;1;Região Norte;-;Especialização;PA;Campus Cametá;PCCTAE;Efetivo;Não
1737122;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;-;Doutorado;PA;Campus Belém;EBTT;Efetivo;Sim
1737879;511;D;2918;1508100;IFPA;DE;Tucuruí;1;Região Norte;RSC III;Mestrado;PA;Campus Tucuruí;EBTT;Efetivo;Sim
1737893;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;-;Doutorado;PA;Campus Belém;EBTT;Efetivo;Sim
1737920;161;D;2915;1502400;IFPA;DE;Castanhal;1;Região Norte;-;Doutorado;PA;Campus Castanhal;EBTT;Efetivo;Sim
1748744;161;D;2915;1502400;IFPA;DE;Castanhal;1;Região Norte;RSC III;Mestrado;PA;Campus Castanhal;EBTT;Efetivo;Sim
1749104;444;D;13395;1506807;IFPA;40h;Santarém;1;Região Norte;RSC III;Mestrado;PA;Campus Santarém;EBTT;Efetivo;Sim
1758958;444;E;13395;1506807;IFPA;40h;Santarém;1;Região Norte;-;Mestrado;PA;Campus Santarém;PCCTAE;Efetivo;Não
1717076;113;D;2914;1501402;IFPA;20h;Belém;1;Região Norte;-;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
1737974;511;D;2918;1508100;IFPA;40h;Tucuruí;1;Região Norte;RSC III;Mestrado;PA;Campus Tucuruí;EBTT;Efetivo;Sim
1738063;511;D;2918;1508100;IFPA;DE;Tucuruí;1;Região Norte;-;Doutorado;PA;Campus Tucuruí;EBTT;Efetivo;Sim
1738094;319;D;2919;1504208;IFPA;DE;Marabá;1;Região Norte;RSC III;Mestrado;PA;Campus Marabá Industrial;EBTT;Efetivo;Sim
1738185;511;D;2918;1508100;IFPA;DE;Tucuruí;1;Região Norte;RSC III;Mestrado;PA;Campus Tucuruí;EBTT;Efetivo;Sim
1738203;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;RSC III;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
1738320;16;D;32043;1500800;IFPA;DE;Ananindeua;1;Região Norte;-;Especialização;PA;Campus Ananindeua;EBTT;Efetivo;Sim
1738344;16;D;32043;1500800;IFPA;DE;Ananindeua;1;Região Norte;RSC III;Mestrado;PA;Campus Ananindeua;EBTT;Efetivo;Sim
1762567;320;D;2917;1504208;IFPA;DE;Marabá;1;Região Norte;-;Doutorado;PA;Campus Marabá Rural;EBTT;Efetivo;Sim
1739674;113;D;2914;1501402;IFPA;40h;Belém;1;Região Norte;-;Doutorado;PA;Campus Belém;EBTT;Efetivo;Sim
1740393;186;D;3522;1502707;IFPA;DE;Conceição do Araguaia;1;Região Norte;-;Doutorado;PA;Campus Conceição do Araguaia;EBTT;Efetivo;Sim
1740425;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;-;Doutorado;PA;Campus Belém;EBTT;Efetivo;Sim
1740605;511;D;2918;1508100;IFPA;DE;Tucuruí;1;Região Norte;-;Doutorado;PA;Campus Tucuruí;EBTT;Efetivo;Sim
1740615;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;RSC III;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
1740708;444;D;13395;1506807;IFPA;40h;Santarém;1;Região Norte;RSC III;Mestrado;PA;Campus Santarém;EBTT;Efetivo;Sim
1740756;444;D;13395;1506807;IFPA;40h;Santarém;1;Região Norte;RSC III;Mestrado;PA;Campus Santarém;EBTT;Efetivo;Sim
1740907;444;D;13395;1506807;IFPA;DE;Santarém;1;Região Norte;RSC III;Mestrado;PA;Campus Santarém;EBTT;Efetivo;Sim
1741016;444;D;13395;1506807;IFPA;DE;Santarém;1;Região Norte;RSC III;Mestrado;PA;Campus Santarém;EBTT;Efetivo;Sim
1741034;444;D;13395;1506807;IFPA;40h;Santarém;1;Região Norte;-;Especialização;PA;Campus Santarém;EBTT;Efetivo;Sim
1741051;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;RSC III;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
1750316;613;D;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Mestrado;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
1750351;444;E;13395;1506807;IFPA;40h;Santarém;1;Região Norte;-;Mestrado;PA;Campus Santarém;PCCTAE;Efetivo;Não
1750389;444;D;13395;1506807;IFPA;40h;Santarém;1;Região Norte;-;Especialização;PA;Campus Santarém;PCCTAE;Efetivo;Não
1750406;444;E;13395;1506807;IFPA;40h;Santarém;1;Região Norte;-;Especialização;PA;Campus Santarém;PCCTAE;Efetivo;Não
1750411;444;E;13395;1506807;IFPA;40h;Santarém;1;Região Norte;-;Especialização;PA;Campus Santarém;PCCTAE;Efetivo;Não
1750527;444;D;13395;1506807;IFPA;40h;Santarém;1;Região Norte;-;Mestrado;PA;Campus Santarém;PCCTAE;Efetivo;Não
1750990;161;D;2915;1502400;IFPA;DE;Castanhal;1;Região Norte;RSC III;Mestrado;PA;Campus Castanhal;EBTT;Efetivo;Sim
1751094;113;E;2914;1501402;IFPA;40h;Belém;1;Região Norte;-;Mestrado;PA;Campus Belém;PCCTAE;Efetivo;Não
1751097;161;D;2915;1502400;IFPA;DE;Castanhal;1;Região Norte;-;Doutorado;PA;Campus Castanhal;EBTT;Efetivo;Sim
1751161;161;D;2915;1502400;IFPA;DE;Castanhal;1;Região Norte;-;Doutorado;PA;Campus Castanhal;EBTT;Efetivo;Sim
1751354;161;E;2915;1502400;IFPA;40h;Castanhal;1;Região Norte;-;Mestrado;PA;Campus Castanhal;PCCTAE;Efetivo;Não
1751371;511;E;2918;1508100;IFPA;40h;Tucuruí;1;Região Norte;-;Mestrado;PA;Campus Tucuruí;PCCTAE;Efetivo;Não
1751372;161;E;2915;1502400;IFPA;40h;Castanhal;1;Região Norte;-;Especialização;PA;Campus Castanhal;PCCTAE;Efetivo;Não
1751405;161;D;2915;1502400;IFPA;40h;Castanhal;1;Região Norte;-;Mestrado;PA;Campus Castanhal;PCCTAE;Efetivo;Não
1751413;161;D;2915;1502400;IFPA;DE;Castanhal;1;Região Norte;-;Doutorado;PA;Campus Castanhal;EBTT;Efetivo;Sim
1751415;161;D;2915;1502400;IFPA;40h;Castanhal;1;Região Norte;-;Especialização;PA;Campus Castanhal;PCCTAE;Efetivo;Não
1751418;161;D;2915;1502400;IFPA;DE;Castanhal;1;Região Norte;RSC III;Mestrado;PA;Campus Castanhal;EBTT;Efetivo;Sim
1751428;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;RSC III;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
1760103;16;D;32043;1500800;IFPA;40h;Ananindeua;1;Região Norte;-;Graduação;PA;Campus Ananindeua;PCCTAE;Efetivo;Não
1741255;113;D;2914;1501402;IFPA;40h;Belém;1;Região Norte;-;Doutorado;PA;Campus Belém;EBTT;Efetivo;Sim
1741434;444;D;13395;1506807;IFPA;DE;Santarém;1;Região Norte;-;Doutorado;PA;Campus Santarém;EBTT;Efetivo;Sim
1741862;123;D;3526;1501709;IFPA;DE;Bragança;1;Região Norte;RSC III;Mestrado;PA;Campus Bragança;EBTT;Efetivo;Sim
1741899;444;D;13395;1506807;IFPA;DE;Santarém;1;Região Norte;-;Doutorado;PA;Campus Santarém;EBTT;Efetivo;Sim
1741980;113;D;2914;1501402;IFPA;20h;Belém;1;Região Norte;RSC III;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
1742842;113;D;2914;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Campus Belém;PCCTAE;Efetivo;Não
1751615;511;D;2918;1508100;IFPA;40h;Tucuruí;1;Região Norte;-;Especialização;PA;Campus Tucuruí;PCCTAE;Efetivo;Não
1761240;319;D;2919;1504208;IFPA;DE;Marabá;1;Região Norte;-;Doutorado;PA;Campus Marabá Industrial;EBTT;Efetivo;Sim
1761274;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;RSC II;Especialização;PA;Campus Belém;EBTT;Efetivo;Sim
1724310;13;D;2916;1500602;IFPA;40h;Altamira;1;Região Norte;-;Mestrado;PA;Campus Altamira;PCCTAE;Efetivo;Não
1752605;444;E;13395;1506807;IFPA;40h;Santarém;1;Região Norte;-;Especialização;PA;Campus Santarém;PCCTAE;Efetivo;Não
1752654;16;E;32043;1500800;IFPA;40h;Ananindeua;1;Região Norte;-;Especialização;PA;Campus Ananindeua;PCCTAE;Efetivo;Não
1752917;161;D;2915;1502400;IFPA;DE;Castanhal;1;Região Norte;-;Doutorado;PA;Campus Castanhal;EBTT;Efetivo;Sim
1752973;161;D;2915;1502400;IFPA;DE;Castanhal;1;Região Norte;-;Doutorado;PA;Campus Castanhal;EBTT;Efetivo;Sim
1759291;186;D;3522;1502707;IFPA;DE;Conceição do Araguaia;1;Região Norte;RSC III;Mestrado;PA;Campus Conceição do Araguaia;EBTT;Efetivo;Sim
1724919;511;D;2918;1508100;IFPA;DE;Tucuruí;1;Região Norte;-;Especialização;PA;Campus Tucuruí;EBTT;Efetivo;Sim
1726035;123;D;3526;1501709;IFPA;DE;Bragança;1;Região Norte;RSC III;Mestrado;PA;Campus Bragança;EBTT;Efetivo;Sim
1744108;444;D;13395;1506807;IFPA;DE;Santarém;1;Região Norte;RSC III;Mestrado;PA;Campus Santarém;EBTT;Efetivo;Sim
1744222;444;D;13395;1506807;IFPA;DE;Santarém;1;Região Norte;-;Doutorado;PA;Campus Santarém;EBTT;Efetivo;Sim
1744718;123;D;3526;1501709;IFPA;DE;Bragança;1;Região Norte;RSC III;Mestrado;PA;Campus Bragança;EBTT;Efetivo;Sim
1753256;319;E;2919;1504208;IFPA;40h;Marabá;1;Região Norte;-;Mestrado;PA;Campus Marabá Industrial;PCCTAE;Efetivo;Não
1753584;13;E;2916;1500602;IFPA;40h;Altamira;1;Região Norte;-;Especialização;PA;Campus Altamira;PCCTAE;Efetivo;Não
1753604;161;D;2915;1502400;IFPA;40h;Castanhal;1;Região Norte;-;Doutorado;PA;Campus Castanhal;PCCTAE;Efetivo;Não
1753609;16;E;32043;1500800;IFPA;40h;Ananindeua;1;Região Norte;-;Especialização;PA;Campus Ananindeua;PCCTAE;Efetivo;Não
1753646;161;D;2915;1502400;IFPA;DE;Castanhal;1;Região Norte;-;Doutorado;PA;Campus Castanhal;EBTT;Efetivo;Sim
1753866;113;E;2914;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Campus Belém;PCCTAE;Efetivo;Não
1693021;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;-;Doutorado;PA;Campus Belém;EBTT;Efetivo;Sim
1728851;13;E;2916;1500602;IFPA;40h;Altamira;1;Região Norte;-;Especialização;PA;Campus Altamira;PCCTAE;Efetivo;Não
1680635;113;D;2914;1501402;IFPA;40h;Belém;1;Região Norte;-;Mestrado;PA;Campus Belém;EBTT;Substituto/Temporario;Sim
1755088;123;C;3526;1501709;IFPA;40h;Bragança;1;Região Norte;-;Graduação;PA;Campus Bragança;PCCTAE;Efetivo;Não
1695075;113;E;2914;1501402;IFPA;40h;Belém;1;Região Norte;-;Mestrado;PA;Campus Belém;PCCTAE;Efetivo;Não
1695138;43;D;13863;1501808;IFPA;DE;Breves;1;Região Norte;RSC II;Especialização;PA;Campus Breves;EBTT;Efetivo;Sim
1696069;1;D;3524;1500107;IFPA;DE;Abaetetuba;1;Região Norte;RSC III;Mestrado;PA;Campus Abaetetuba;EBTT;Efetivo;Sim
1730538;444;D;13395;1506807;IFPA;DE;Santarém;1;Região Norte;-;Doutorado;PA;Campus Santarém;EBTT;Efetivo;Sim
1730728;320;D;2917;1504208;IFPA;DE;Marabá;1;Região Norte;RSC III;Mestrado;PA;Campus Marabá Rural;EBTT;Efetivo;Sim
1730759;13;C;2916;1500602;IFPA;40h;Altamira;1;Região Norte;-;Especialização;PA;Campus Altamira;PCCTAE;Efetivo;Não
1683079;444;C;13395;1506807;IFPA;40h;Santarém;1;Região Norte;-;Especialização;PA;Campus Santarém;PCCTAE;Efetivo;Não
1756011;444;D;13395;1506807;IFPA;DE;Santarém;1;Região Norte;-;Doutorado;PA;Campus Santarém;EBTT;Efetivo;Sim
1699677;511;D;2918;1508100;IFPA;40h;Tucuruí;1;Região Norte;-;Especialização;PA;Campus Tucuruí;PCCTAE;Efetivo;Não
1731638;266;E;13396;1503606;IFPA;40h;Itaituba;1;Região Norte;-;Especialização;PA;Campus Itaituba;PCCTAE;Efetivo;Não
1683124;139;D;32358;1502103;IFPA;DE;Cametá;1;Região Norte;RSC III;Mestrado;PA;Campus Cametá;EBTT;Efetivo;Sim
1683960;161;D;2915;1502400;IFPA;DE;Castanhal;1;Região Norte;RSC III;Mestrado;PA;Campus Castanhal;EBTT;Efetivo;Sim
1702305;139;D;32358;1502103;IFPA;DE;Cametá;1;Região Norte;RSC III;Mestrado;PA;Campus Cametá;EBTT;Efetivo;Sim
1685189;366;D;32045;1505536;IFPA;DE;Parauapebas;1;Região Norte;-;Doutorado;PA;Campus Parauapebas;EBTT;Efetivo;Sim
1901754;702;D;32049;1508209;IFPA;DE;Vigia;1;Região Norte;-;Especialização;PA;Campus Avançado Vigia;EBTT;Efetivo;Sim
1902151;320;D;2917;1504208;IFPA;40h;Marabá;1;Região Norte;-;Mestrado;PA;Campus Marabá Rural;PCCTAE;Efetivo;Não
1872304;113;D;2914;1501402;IFPA;40h;Belém;1;Região Norte;-;Graduação;PA;Campus Belém;EBTT;Substituto/Temporario;Sim
1872639;123;D;3526;1501709;IFPA;DE;Bragança;1;Região Norte;RSC III;Mestrado;PA;Campus Bragança;EBTT;Efetivo;Sim
1872646;161;D;2915;1502400;IFPA;DE;Castanhal;1;Região Norte;-;Doutorado;PA;Campus Castanhal;EBTT;Efetivo;Sim
1891740;444;D;13395;1506807;IFPA;DE;Santarém;1;Região Norte;RSC III;Mestrado;PA;Campus Santarém;EBTT;Efetivo;Sim
1902377;511;D;2918;1508100;IFPA;40h;Tucuruí;1;Região Norte;-;Graduação;PA;Campus Tucuruí;PCCTAE;Efetivo;Não
1872911;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;-;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
1872982;511;E;2918;1508100;IFPA;40h;Tucuruí;1;Região Norte;-;Mestrado;PA;Campus Tucuruí;PCCTAE;Efetivo;Não
1872989;113;D;2914;1501402;IFPA;40h;Belém;1;Região Norte;-;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
1872993;1;D;3524;1500107;IFPA;DE;Abaetetuba;1;Região Norte;-;Doutorado;PA;Campus Abaetetuba;EBTT;Efetivo;Sim
1873493;161;D;2915;1502400;IFPA;DE;Castanhal;1;Região Norte;-;Doutorado;PA;Campus Castanhal;EBTT;Efetivo;Sim
1883734;113;D;2914;1501402;IFPA;40h;Belém;1;Região Norte;-;Mestrado;PA;Campus Belém;PCCTAE;Efetivo;Não
1883798;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;RSC III;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
1883834;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;RSC III;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
1892391;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;RSC III;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
1892588;266;D;13396;1503606;IFPA;DE;Itaituba;1;Região Norte;RSC III;Mestrado;PA;Campus Itaituba;EBTT;Efetivo;Sim
1892798;320;D;2917;1504208;IFPA;DE;Marabá;1;Região Norte;-;Mestrado;PA;Campus Marabá Rural;EBTT;Efetivo;Sim
1892832;702;D;32049;1508209;IFPA;DE;Vigia;1;Região Norte;RSC III;Mestrado;PA;Campus Avançado Vigia;EBTT;Efetivo;Sim
1892901;319;D;2919;1504208;IFPA;40h;Marabá;1;Região Norte;-;Mestrado;PA;Campus Marabá Industrial;PCCTAE;Efetivo;Não
1892907;186;D;3522;1502707;IFPA;DE;Conceição do Araguaia;1;Região Norte;RSC III;Mestrado;PA;Campus Conceição do Araguaia;EBTT;Efetivo;Sim
1903945;1;D;3524;1500107;IFPA;DE;Abaetetuba;1;Região Norte;RSC III;Mestrado;PA;Campus Abaetetuba;EBTT;Efetivo;Sim
1874280;320;D;2917;1504208;IFPA;DE;Marabá;1;Região Norte;RSC III;Mestrado;PA;Campus Marabá Rural;EBTT;Efetivo;Sim
1884193;123;E;3526;1501709;IFPA;40h;Bragança;1;Região Norte;-;Mestrado;PA;Campus Bragança;PCCTAE;Efetivo;Não
1906104;13;D;2916;1500602;IFPA;40h;Altamira;1;Região Norte;-;Graduação;PA;Campus Altamira;PCCTAE;Efetivo;Não
1906522;319;D;2919;1504208;IFPA;40h;Marabá;1;Região Norte;-;Especialização;PA;Campus Marabá Industrial;PCCTAE;Efetivo;Não
1906652;702;D;32049;1508209;IFPA;DE;Vigia;1;Região Norte;RSC III;Mestrado;PA;Campus Avançado Vigia;EBTT;Efetivo;Sim
1875713;1;D;3524;1500107;IFPA;DE;Abaetetuba;1;Região Norte;RSC III;Mestrado;PA;Campus Abaetetuba;EBTT;Efetivo;Sim
1876145;444;D;13395;1506807;IFPA;40h;Santarém;1;Região Norte;-;Especialização;PA;Campus Santarém;PCCTAE;Efetivo;Não
1894723;266;D;13396;1503606;IFPA;DE;Itaituba;1;Região Norte;-;Doutorado;PA;Campus Itaituba;EBTT;Efetivo;Sim
1876432;266;D;13396;1503606;IFPA;40h;Itaituba;1;Região Norte;-;Educação Básica;PA;Campus Itaituba;PCCTAE;Efetivo;Não
1876534;266;C;13396;1503606;IFPA;40h;Itaituba;1;Região Norte;-;Especialização;PA;Campus Itaituba;PCCTAE;Efetivo;Não
1876696;511;D;2918;1508100;IFPA;DE;Tucuruí;1;Região Norte;-;Doutorado;PA;Campus Tucuruí;EBTT;Efetivo;Sim
1885967;320;D;2917;1504208;IFPA;DE;Marabá;1;Região Norte;-;Doutorado;PA;Campus Marabá Rural;EBTT;Efetivo;Sim
1877540;43;D;13863;1501808;IFPA;40h;Breves;1;Região Norte;-;Mestrado;PA;Campus Breves;PCCTAE;Efetivo;Não
1877617;362;D;32357;1505502;IFPA;40h;Paragominas;1;Região Norte;-;Mestrado;PA;Campus Paragominas;PCCTAE;Efetivo;Não
1877638;123;E;3526;1501709;IFPA;40h;Bragança;1;Região Norte;-;Mestrado;PA;Campus Bragança;PCCTAE;Efetivo;Não
1877890;702;D;32049;1508209;IFPA;DE;Vigia;1;Região Norte;RSC III;Mestrado;PA;Campus Avançado Vigia;EBTT;Efetivo;Sim
1895368;186;D;3522;1502707;IFPA;40h;Conceição do Araguaia;1;Região Norte;-;Graduação;PA;Campus Conceição do Araguaia;PCCTAE;Efetivo;Não
1895384;186;D;3522;1502707;IFPA;40h;Conceição do Araguaia;1;Região Norte;-;Especialização;PA;Campus Conceição do Araguaia;PCCTAE;Efetivo;Não
1895724;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;RSC III;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
1895736;161;D;2915;1502400;IFPA;DE;Castanhal;1;Região Norte;RSC III;Mestrado;PA;Campus Castanhal;EBTT;Efetivo;Sim
1908988;43;D;13863;1501808;IFPA;DE;Breves;1;Região Norte;RSC III;Mestrado;PA;Campus Breves;EBTT;Efetivo;Sim
1910086;1;D;3524;1500107;IFPA;DE;Abaetetuba;1;Região Norte;RSC III;Mestrado;PA;Campus Abaetetuba;EBTT;Efetivo;Sim
1878496;43;D;13863;1501808;IFPA;DE;Breves;1;Região Norte;-;Especialização;PA;Campus Breves;EBTT;Efetivo;Sim
1887123;123;D;3526;1501709;IFPA;DE;Bragança;1;Região Norte;-;Mestrado;PA;Campus Bragança;EBTT;Efetivo;Sim
1896156;613;D;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
1896610;319;D;2919;1504208;IFPA;40h;Marabá;1;Região Norte;-;Especialização;PA;Campus Marabá Industrial;PCCTAE;Efetivo;Não
1912451;702;E;32049;1508209;IFPA;40h;Vigia;1;Região Norte;-;Especialização;PA;Campus Avançado Vigia;PCCTAE;Efetivo;Não
1878692;444;D;13395;1506807;IFPA;40h;Santarém;1;Região Norte;-;Especialização;PA;Campus Santarém;PCCTAE;Efetivo;Não
1887962;123;D;3526;1501709;IFPA;40h;Bragança;1;Região Norte;-;Especialização;PA;Campus Bragança;PCCTAE;Efetivo;Não
1897022;444;D;13395;1506807;IFPA;DE;Santarém;1;Região Norte;RSC III;Mestrado;PA;Campus Santarém;EBTT;Efetivo;Sim
1897345;320;D;2917;1504208;IFPA;40h;Marabá;1;Região Norte;-;Especialização;PA;Campus Marabá Rural;PCCTAE;Efetivo;Não
1907974;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;-;Doutorado;PA;Campus Belém;EBTT;Efetivo;Sim
1908342;161;D;2915;1502400;IFPA;DE;Castanhal;1;Região Norte;RSC III;Mestrado;PA;Campus Castanhal;EBTT;Efetivo;Sim
1879330;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;RSC III;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
1879332;113;E;2914;1501402;IFPA;40h;Belém;1;Região Norte;-;Mestrado;PA;Campus Belém;PCCTAE;Efetivo;Não
1879713;113;D;2914;1501402;IFPA;40h;Belém;1;Região Norte;-;Educação Básica;PA;Campus Belém;PCCTAE;Efetivo;Não
1897614;613;D;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
1897698;511;D;2918;1508100;IFPA;40h;Tucuruí;1;Região Norte;-;Especialização;PA;Campus Tucuruí;PCCTAE;Efetivo;Não
1880269;613;D;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Educação Básica;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
1880282;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;-;Especialização;PA;Campus Belém;EBTT;Efetivo;Sim
1898394;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;RSC III;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
1868808;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;-;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
1880738;186;D;3522;1502707;IFPA;DE;Conceição do Araguaia;1;Região Norte;RSC III;Mestrado;PA;Campus Conceição do Araguaia;EBTT;Efetivo;Sim
1880793;362;D;32357;1505502;IFPA;DE;Paragominas;1;Região Norte;RSC III;Mestrado;PA;Campus Paragominas;EBTT;Efetivo;Sim
1889154;113;D;2914;1501402;IFPA;40h;Belém;1;Região Norte;-;Graduação;PA;Campus Belém;PCCTAE;Efetivo;Não
1889428;350;D;32074;1505106;IFPA;DE;Óbidos;1;Região Norte;RSC III;Mestrado;PA;Campus Óbidos;EBTT;Efetivo;Sim
1889441;444;D;13395;1506807;IFPA;DE;Santarém;1;Região Norte;-;Doutorado;PA;Campus Santarém;EBTT;Efetivo;Sim
1899106;444;D;13395;1506807;IFPA;40h;Santarém;1;Região Norte;-;Especialização;PA;Campus Santarém;PCCTAE;Efetivo;Não
1899487;613;E;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Mestrado;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
1869372;266;D;13396;1503606;IFPA;DE;Itaituba;1;Região Norte;RSC III;Mestrado;PA;Campus Itaituba;EBTT;Efetivo;Sim
1869699;266;D;13396;1503606;IFPA;DE;Itaituba;1;Região Norte;-;Especialização;PA;Campus Itaituba;EBTT;Efetivo;Sim
1899881;702;D;32049;1508209;IFPA;DE;Vigia;1;Região Norte;RSC III;Mestrado;PA;Campus Avançado Vigia;EBTT;Efetivo;Sim
1900301;161;D;2915;1502400;IFPA;DE;Castanhal;1;Região Norte;RSC III;Mestrado;PA;Campus Castanhal;EBTT;Efetivo;Sim
1870013;444;D;13395;1506807;IFPA;DE;Santarém;1;Região Norte;RSC III;Mestrado;PA;Campus Santarém;EBTT;Efetivo;Sim
1870289;1;D;3524;1500107;IFPA;DE;Abaetetuba;1;Região Norte;RSC III;Mestrado;PA;Campus Abaetetuba;EBTT;Efetivo;Sim
1882423;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;RSC III;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
1891156;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;-;Especialização;PA;Campus Belém;EBTT;Efetivo;Sim
1891258;139;D;32358;1502103;IFPA;40h;Cametá;1;Região Norte;-;Educação Básica;PA;Campus Cametá;PCCTAE;Efetivo;Não
1871444;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;RSC III;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
1817233;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;RSC III;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
1817377;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;-;Doutorado;PA;Campus Belém;EBTT;Efetivo;Sim
1817539;161;D;2915;1502400;IFPA;DE;Castanhal;1;Região Norte;-;Doutorado;PA;Campus Castanhal;EBTT;Efetivo;Sim
1817547;444;E;13395;1506807;IFPA;40h;Santarém;1;Região Norte;-;Mestrado;PA;Campus Santarém;PCCTAE;Efetivo;Não
1817603;113;C;2914;1501402;IFPA;40h;Belém;1;Região Norte;-;Mestrado;PA;Campus Belém;PCCTAE;Efetivo;Não
1817642;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;RSC III;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
1817675;16;D;32043;1500800;IFPA;DE;Ananindeua;1;Região Norte;RSC III;Mestrado;PA;Campus Ananindeua;EBTT;Efetivo;Sim
1817752;444;D;13395;1506807;IFPA;DE;Santarém;1;Região Norte;RSC III;Mestrado;PA;Campus Santarém;EBTT;Efetivo;Sim
1817765;362;D;32357;1505502;IFPA;DE;Paragominas;1;Região Norte;RSC III;Mestrado;PA;Campus Paragominas;EBTT;Efetivo;Sim
1859355;123;D;3526;1501709;IFPA;40h;Bragança;1;Região Norte;-;Especialização;PA;Campus Bragança;PCCTAE;Efetivo;Não
1860398;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;RSC III;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
1821947;444;D;13395;1506807;IFPA;40h;Santarém;1;Região Norte;-;Especialização;PA;Campus Santarém;PCCTAE;Efetivo;Não
1836868;16;D;32043;1500800;IFPA;DE;Ananindeua;1;Região Norte;RSC III;Mestrado;PA;Campus Ananindeua;EBTT;Efetivo;Sim
1837200;350;E;32074;1505106;IFPA;40h;Óbidos;1;Região Norte;-;Especialização;PA;Campus Óbidos;PCCTAE;Efetivo;Não
1817772;511;D;2918;1508100;IFPA;40h;Tucuruí;1;Região Norte;-;Especialização;PA;Campus Tucuruí;PCCTAE;Efetivo;Não
